,Time,Sender,Sender_type,Content
1075,0:33:35,eikora_,subscriber,Problème technique
1076,0:33:36,SardYesLife,subscriber,@Ayaya_Nakamura Hihi sardAYAYA
1077,0:33:37,Nicowal,subscriber,HahaSweat HahaShrugRight krankh1Monster sardInspect
1078,0:33:38,Falto13,subscriber,gros moi je l'ai 3 shot difficulté max
1079,0:33:38,NaydeeM_,subscriber,oula
1080,0:33:38,supra_gmatique,subscriber,elle est pas simple; mais lui est venere ^^
1081,0:33:46,el_ninoox,none,ok
1082,0:33:47,deathantx,none,Elle beaucoup celle la
1083,0:33:47,Eswed_,none,sardOche_SA
1084,0:33:49,Teemotuy,none,Centre moi Kappa
1085,0:33:50,gottmitme,none,ptdrrr il dit full merde jlaime trop
1086,0:33:51,deathantx,none,dash
1087,0:33:52,Tumb3r,none,?
1088,0:33:56,wespero,premium,@xralouf44 Ya pas une reine ? genre le boss le plus dur du jeux ? j'ai entendu parler de ça
1089,0:33:58,Agabouda,subscriber,sardDark 1800 sardDark Ölrún : 20
1090,0:34:01,NorthWind63,subscriber,sardDark_SA 1800 sardDark_SA Ölrún : 20
1091,0:34:01,tesbeaufrr,subscriber,bah regarde bien tu verras
1092,0:34:01,docteur_wh0,none,@sardoche T'es entrain d'en penser quoi au final du jeu ?
1093,0:34:01,Pole_Sud,none,NOn mais elle fais ce quelle veut
1094,0:34:11,Trafh,none,@Falto13 Tu viens pas de te faire ban de solary toi ?
1095,0:34:12,Gavin_975,none,WutFace WutFace WutFace WutFace WutFace WutFace WutFace
1096,0:34:14,HardSymbiot,none,il joue en quelle difficulté ?
1097,0:34:16,eikora_,subscriber,1800 gg sardWeeb
1098,0:34:20,diiablo_43,subscriber,Oui oui le jeu sais mdr
1099,0:34:22,padakeno,premium,Mais wtf les patterns sont hasardeux ?? c'est hard
1100,0:34:24,Fyfyl,premium,Le jeu omniscient :p
1101,0:34:25,CyrilBelk,none,p
1102,0:34:27,Xenah,subscriber,Bonjour sardWeeb
1103,0:34:28,Falto13,subscriber,@Trafh oh que si
1104,0:34:31,pby_carti,premium,@padakeno non
1105,0:34:36,florianmtn,none,pourquoi tu te sert pas de ton autre arme?
1106,0:34:36,ippollus,premium,y'a surtout un monde entre les Valkyrie basique et la dernière qui est juste insane
1107,0:34:37,phutur2,none,Le jeu lit dans ta tête
1108,0:34:45,fg331,none,elle sauterait pas dans les aires si tu es loin ou que tu ne bouge pas après avoir esquiver les projectiles ?
1109,0:34:46,TranoLescroc,none,Absolument pas hasardeux les patterns
1110,0:34:54,xralouf44,subscriber,@wespero C'est ça ! La reine c'est la plus énervée ça va être vraiment cool à voir quand il va devoir la no hit. Pop corn et petit Ice tea à préparer et un jour de congé à poser
1111,0:34:57,Agabouda,subscriber,sardDark 1801 sardDark Ölrún : 21
1112,0:34:59,NorthWind63,subscriber,sardDark_SA 1801 sardDark_SA Ölrún : 21
1113,0:35:00,Loprode,none,@ippollus Elle est pas insane c’est juste qu’elle a 15 barres de vie la reine mdr
1114,0:35:04,tesbeaufrr,subscriber,Dash gauche attaque qui tourne; dash droit attaque rouge; quand elle reste au milieu c'est soit attaque a distance soit elle te rush et fait tourbilol
1115,0:35:04,Elbatro,subscriber,!binding
1116,0:35:05,Sardbot,moderator,Mes binds full opti tryhard: https://i.imgur.com/g4nOHpA.png
1117,0:35:05,donovan80300,none,Heureusement qu'elle ne la fait pas souvent
1118,0:35:10,Ayaya_Nakamura,none,sardAYAYA sardAYAYA sardAYAYA sardAYAYA sardAYAYA sardAYAYA
1119,0:35:11,MisterDD_ytb,none,celle d'hier était un peu nulle a regarder masi celle la trop bien
1120,0:35:11,Nidalape,none,Let's go sard arraches lui ses ailes a cette pute
1121,0:35:11,bzhcapt,none,1/7
1122,0:35:16,TheAnswerSMM,none,NotLikeThis
1123,0:35:20,sh0wb04t_8,premium,faut roulade
1124,0:35:24,Ancestroll,none,Un Boudcou ?
1125,0:35:26,pby_carti,premium,la reine est nulle elle est juste tanky et elle one shot; ce qui force a rester focus
1126,0:35:26,Destix__,none,il a fini le jeu ou pas?
1127,0:35:31,Gueguette1,none,le pied de l'humiliation
1128,0:35:33,Fyfyl,premium,"C'est son cri ""Valhalla"""
1129,0:35:33,zoster_x,subscriber,@xralouf44 sacrée gueule si tu poses un jour de congé pour ça
1130,0:35:35,joy_back,premium,elle le fait que quand t'es quasiment full vie
1131,0:35:38,wespero,premium,@xralouf44 Il va le faire aujourd'hui ou après les fêtes à t-on avis ? j'ai hate de voir ça aussi
1132,0:35:47,RollOnee,none,pourquoi il se bat pas avec les lames du chaos ?
1133,0:35:49,Yoopikaye,subscriber,go les écureuils :o N?
1134,0:35:51,HardSymbiot,none,ca change beaucoup
1135,0:35:56,NorthWind63,subscriber,@Agabouda Je vais manger tu peux continuer pendant longtemps encore ?
1136,0:35:56,sv3k12,subscriber,y'a une autre attaque autre que les loups qui te generer pas la vision
1137,0:35:58,NorthWind63,subscriber,sardDark_SA 1802 sardDark_SA Ölrún : 22
1138,0:36:02,tueurdeponeyy,none,en vrai utiliser les dagues ça sert a qqc?
1139,0:36:04,usualtwitcher,none,nourris nous avc ton sel
1140,0:36:05,el_ninoox,none,roooo reste polie
1141,0:36:06,Sonnox,premium,Le ralentissement du temps vient d'une rune ?
1142,0:36:06,larxted,subscriber,larxted subscribed with Twitch Prime. They've subscribed for 16 months! 
1143,0:36:07,xralouf44,subscriber,@zoster_x Je suis étudiant pas de jour de congés
1144,0:36:07,Hineku_,none,@RollOnee Trop lentes pas assez de dégats
1145,0:36:09,tesbeaufrr,subscriber,elle le fait que quand elle reste au milieu
1146,0:36:11,MyHellZ35,premium,ça change beaucoup tes dégats
1147,0:36:12,pby_carti,premium,@sonnox talisman
1148,0:36:12,jillandjohn,none,c'est quoi son secondaire sur jvc vous pensez ?
1149,0:36:15,iroxn,none,il est tellement nul c'est affligeant
1150,0:36:16,Agabouda,subscriber,@NorthWind63 déso je vais pas tarder; c'etait pour le fun^^
1151,0:36:16,Toulzart10,none,info chat
1152,0:36:19,HighQualityVignette,subscriber,je pense faut cleanse ou qss le pietinement
1153,0:36:19,Spacebap,none,@tueurdeponeyy C'est pour les ennemies invulnérable a ala glace
1154,0:36:21,CrIKxS,none,@wespero il aura clairement pas le temps aujourd'hui
1155,0:36:25,Berdof,none,elle le fait que quand elle veut
1156,0:36:28,redazur,none,Tu fait plus de dégâts j'ai l'impression1
1157,0:36:28,Fyfyl,premium,Pourquoi tu as changé les loups pour celle-ci ?
1158,0:36:28,Morgastre,none,Quelqu'un lui a dit que les Valkyries avaient des pattern bien plus durs en NG+ ?
1159,0:36:30,Sonnox,premium,Ok merci !
1160,0:36:36,RollOnee,none,@Hineku_ ok thanks
1161,0:36:39,rissou_fr,none,solaryfMRC
1162,0:36:40,tesbeaufrr,subscriber,quand elle fait pas de dash elle reste au milieu elle fait une Attaque a distance et la elle fait cette attaque qui os
1163,0:36:44,xralouf44,subscriber,@wespero Il lui reste beaucoup de choses à faire avant d'arriver à la reine et avec ce stuff il va se faire soulever
1164,0:36:44,NorthWind63,subscriber,Arf; quelqu'un pour le compteur pendant 30min environ ?
1165,0:36:45,padakeno,premium,en vrai le ralentissement du temps qui carry; le boss est trop rapide
1166,0:36:46,pby_carti,premium,@morgastre ah ouais ?
1167,0:36:51,DoubleProportions,premium,Cette valkyrie je l'ai cheese; stuff full runique et amulette de reset; morte en 5 spells
1168,0:36:54,glagak,none,en vrai prend plus d'attaque
1169,0:36:55,Dorin2000,premium,!time
1170,0:36:56,HellRay09,none,Heyyyy Sardoche :)
1171,0:36:56,Ancestroll,none,Deja débloquer la zone Dungeon Crawler avec les nuages de poisons et les miniboss ou pas encore
1172,0:36:57,DoubleProportions,premium,en GoW
1173,0:36:59,wespero,premium,@CrIKxS @xralouf44 Ah d'accord; merci les gars
1174,0:37:02,blue_storm_corp,none,t'as déja fait muspheleim et le monde avec le brouillard ?
1175,0:37:02,jl_sheeta,none,:o
1176,0:37:12,OWNDimdixx,subscriber,FutureMan
1177,0:37:19,aloysjanin,none,gros t le meilleur
1178,0:37:20,tueurdeponeyy,none,@Spacebap ok cimer
1179,0:37:23,pby_carti,premium,t'as la meilleure rune cherche pas
1180,0:37:25,Morgastre,none,@pby_carti Ouais; certaines combinent les attaques de 2 autres Valkyrs par exemple
1181,0:37:36,SardYesLife,subscriber,Quelqu'un peut compter pendant une demi heure les morts ? pour que NorthWind63 fasse sa pause
1182,0:37:41,pby_carti,premium,@morgastre ah c'est rien ca; sigrun est plus dure ou pas ?
1183,0:37:52,aloysjanin,none,le boss
1184,0:37:56,rounet115,subscriber,Ta la rune contre les Valkyries ?
1185,0:38:07,zzzzzzzz_zzzzzzzz,none,SardYesLife toi ?
1186,0:38:08,fyraell,none,Est ce que tu optimiserais pas tes dégâts à switch entre des lames et ta hache?
1187,0:38:10,Agabouda,subscriber,sardDark 1803 sardDark Ölrún : 23
1188,0:38:10,Kwikwie,subscriber,180
1189,0:38:13,NorthWind63,subscriber,sardDark_SA 1803 sardDark_SA Ölrún : 23
1190,0:38:13,tesbeaufrr,subscriber,Astuce : regarde dans quelle direction elle dash avant les attaques c'est la clé
1191,0:38:15,Kwikwie,subscriber,a
1192,0:38:20,anthony_2807,none,du Q
1193,0:38:20,lemarsupilamih,subscriber,je suis plus sub oh non
1194,0:38:21,SardYesLife,subscriber,c'est bon ya agabouda en vrai
1195,0:38:23,lemarsupilamih,subscriber,ah si
1196,0:38:25,minirayzen,none,C'est quoi olrun?
1197,0:38:28,Hulls,none,Yo
1198,0:38:31,Infinity_style59,subscriber,sardDark
1199,0:38:32,NorthWind63,subscriber,@SardYesLife Merci de l'aide xD
1200,0:38:33,xralouf44,subscriber,Y a une rune qui fait pareil mais c'est une trace violette
1201,0:38:42,limo32,subscriber,minirayzen le nom du boss
1202,0:38:45,TriVco,none,le nom de la valk @minirayzen
1203,0:38:45,Rebirth_exe,none,OP en facile LUL
1204,0:38:48,NorthWind63,subscriber,@Agabouda Si tu peux gérer t'assures
1205,0:38:49,Morgastre,none,@pby_carti J'ai pas encore testé Sigrun mais j'ai pas eu de problème dans toute ma partie GoW... Par contre en NG+ j'arrive pas à passer certaines Valkyrs xD .
1206,0:38:51,razor14200,subscriber,@minirayzen Le nom de la Valkyrie
1207,0:38:55,Falto13,subscriber,sardDark_SA 1804 sardDark_SA Ölrún : 24
1208,0:38:56,pby_carti,premium,@sardoche si t'aime la rune qui lance du feu; prend la competence frappe de givre; tu vas kiffer
1209,0:38:57,kahliptus,subscriber,Quel plaisir de te voir sur un tel jeu sard sardLove
1210,0:38:58,glockeeer,none,24
1211,0:38:58,Agabouda,subscriber,sardDark 1804 sardDark Ölrún : 24
1212,0:38:59,glockeeer,none,mdr
1213,0:39:03,NorthWind63,subscriber,Merci les bros
1214,0:39:06,aloysjanin,none,le boss
1215,0:39:11,Talliver,subscriber,Talliver subscribed at Tier 1. They've subscribed for 2 months! 
1216,0:39:15,pby_carti,premium,@morgastre tu joues en gow ?
1217,0:39:22,Kalede64,none,@kahliptus ça va être le non plaisir quand il va passer 8h d'affilé sur le même boss car il veut le no hit
1218,0:39:23,Dorin2000,premium,Il veut la no hit?
1219,0:39:24,redazur,none,T'as encore plein de réflexe à cause de l'ancienne valkyrie XD
1220,0:39:30,minirayzen,none,C'est la même valkyrie qu'hier ?
1221,0:39:37,Ayaya_Nakamura,none,sardAYAYA sardAYAYA sardAYAYA sardAYAYA sardAYAYA sardAYAYA
1222,0:39:38,tesbeaufrr,subscriber,Regarde dans quel sens elle dash c'est la clé tu vas voir
1223,0:39:39,Awaah63,none,@Sardoche <3 <3 GL pour ce marathon
1224,0:39:49,HardSymbiot,none,c une règle que tu t'es imposé de pas utiliser les lames ?
1225,0:39:51,Morgastre,none,@pby_carti Oui. Enfin en NG+ ça s'appelle autrement je crois
1226,0:39:55,Fyfyl,premium,Cam !
1227,0:39:56,TheAnswerSMM,none,@Dorin2000 oui; de toute façon il se fait OS alors tant qu'á faire
1228,0:39:58,shadowcmoii,premium,!uptime
1229,0:40:03,kefranizer,none,Avec les flèches bleu tu peux la reset sur certaines attaques
1230,0:40:04,pby_carti,premium,non c'est pas de ca que jparle
1231,0:40:12,aloysjanin,none,le boss
1232,0:40:14,docteur_wh0,none,@sardoche Alors; t'en penses quoi du jeu au final ?
1233,0:40:25,frutozz,none,grâce du givre ultra op mdrr
1234,0:40:25,Nebraw,none,les lames
1235,0:40:34,Morgastre,none,"@pby_carti En anglais il y a un autre nom; en français c'est juste ""God of War +"""
1236,0:40:39,Malleauw,none,Tu compte restream quand après ce live? Avec les fêtes on est perdues
1237,0:40:39,pby_carti,premium,je parle de grace du givre
1238,0:40:41,Souryukariba,none,tristan viens skype
1239,0:40:46,hyllio_,premium,HahaSweat HahaSweat
1240,0:40:50,Netizen29,subscriber,j'ai des micro-coupures de co ce soir; je risque de rater des morts ^^
1241,0:40:52,TheAnswerSMM,none,skype LUL
1242,0:40:58,Tweeqa_,none,Skype LUL
1243,0:40:59,Ibrams28,none,J'aime moyennement ton contenu mais je regarde quand même tes streams
1244,0:41:03,siriko63,none,@Malleauw dans 2 jours (26) je crois il a dit
1245,0:41:04,bibi2929,none,il a dit qu'il parlait de Grâce du Givre
1246,0:41:04,NarekNareko18,none,@agabouda il a reset tu peux rajouter une mort c'est ce que faisait Northwind
1247,0:41:08,ragecottard,none,skype LUL
1248,0:41:09,Max_Ukiyo,none,aie skype
1249,0:41:16,Agabouda,subscriber,sardDark 1805 sardDark Ölrún : 25
1250,0:41:17,blue_storm_corp,none,c'est quoi ta rune qui ralenti le temps apres une esquive ?
1251,0:41:19,Max_Ukiyo,none,sacré tristan
1252,0:41:19,bilderbergpower,none,Tristan répond!!
1253,0:41:20,Mengalactiq12,none,J'arrive Kappa
1254,0:41:23,Ridolim,subscriber,sardDark_RD 1805 sardDark_RD Ölrún : 25
1255,0:41:23,BaronChoGath,none,les dégats quel met
1256,0:41:26,pby_carti,premium,@morgastre oui en anglais c'est give me god of war ;mais je comprend pas pq vous jouer dans cette difficulté; les mobs ont juste + de hp c'est juste chiant nan?
1257,0:41:26,tesbeaufrr,subscriber,c'est un talisman
1258,0:41:26,Agabouda,subscriber,sardDark 1806 sardDark Ölrún : 26
1259,0:41:27,FallenMarth,none,Back to 2011 Keepo
1260,0:41:29,Dvmsx_,premium,grace du givre
1261,0:41:31,Aradons,subscriber,Aradons subscribed at Tier 1. They've subscribed for 36 months; currently on a 36 month streak! 
1262,0:41:31,redazur,none,Netizen29 Tu rateras moins de mot que sard LUL
1263,0:41:34,pby_carti,premium,@sardoche je parlais de grace du givre
1264,0:41:36,tesbeaufrr,subscriber,talisman que tu trouves sur alfeim
1265,0:41:38,incateur_,subscriber,pas ouf la caméra n empêche
1266,0:41:52,Dvmsx_,premium,Merci pour HahaPoint @aradons
1267,0:41:53,bibi2929,none,il parle de Grâce du givre sard
1268,0:41:54,Ridolim,subscriber,sardDark_RD 1807 sardDark_RD Ölrún : 27
1269,0:41:57,Agabouda,subscriber,sardDark 1807 sardDark Ölrún : 27
1270,0:42:01,WAOHHHH,none,HahaShrugRight
1271,0:42:04,donlouboutin_twitch,subscriber,donlouboutin_twitch subscribed with Twitch Prime. 
1272,0:42:04,Morgastre,none,@pby_carti Ouais ça change rien pour l'histoire... C'est juste les Valkyries qui ont des pattern plus intéressants en ng+
1273,0:42:11,Jamelinou,none,Merci pour HahaDoge @donlouboutin_twitch
1274,0:42:15,anthony_2807,none,C'est vrai que t'es nu l
1275,0:42:16,redazur,none,lucianskinsvp C'est lui qui la contrôle donc c'est pas la faute au jeu ^^
1276,0:42:21,Yoopikaye,subscriber,Elle est un poil plus facil que celle d'avant j'ai l'impression
1277,0:42:30,donlouboutin_twitch,subscriber,:)
1278,0:42:36,pby_carti,premium,@morgastre et en ng++ ?
1279,0:42:37,Malleauw,none,C'est le timing pour aller manger les ViewveurZ pour rien rater de l'histoire
1280,0:42:39,shakursama,premium,Tu devrais utilisé plus souvent les attaques runique avec les lames; la brulure inflige de bon degat
1281,0:42:46,nils_lpc,none,@morgastre c'est quoi ng+
1282,0:42:47,nnaviss,subscriber,!uptime
1283,0:42:47,kaelyou,none,Sard regarde cque t'as dit @tesbeaufrr
1284,0:42:56,donlouboutin_twitch,subscriber,enfin sub
1285,0:43:00,tesbeaufrr,subscriber,La direction de ses dash indique ses attaques soit attentif
1286,0:43:06,mrbjorka,none,Turtle l'attaque
1287,0:43:07,pby_carti,premium,@sardoche prend grace du givre. ca change la vie
1288,0:43:07,Morgastre,none,@pby_carti Merde j'ai failli m'étouffer avec mon coca XD . Je crois pas qu'il y ait un autre mode après.
1289,0:43:08,Dvmsx_,premium,grace du giiiivre !
1290,0:43:18,incateur_,subscriber,@redazur c est sur; mais quand la Valkyrie dash hors cam puis charge; faut avoir des réflexes solides
1291,0:43:19,Ridolim,subscriber,sardDark_RD 1808 sardDark_RD Ölrún : 28
1292,0:43:20,Agabouda,subscriber,sardDark 1808 sardDark Ölrún : 28
1293,0:43:23,pby_carti,premium,@morgastre hahaha il me semble que si
1294,0:43:25,deathantx,none,ça correspond a quoi le nombre entre les emotes
1295,0:43:28,KaosuKai,none,!subs
1296,0:43:35,Morgastre,none,@nils_lpc C'est quand tu recommences le jeu après l'avoir fini
1297,0:43:37,Protocop98,none,ça correspond a quoi le nombre entre les emotes
1298,0:43:39,heyimfrip,none,@Sardoche proxy pandora dead ?
1299,0:43:43,lopez__joe,none,dans ma tête j'ai la transition de BestofSardoche que me dit sale merde ça me motive
1300,0:43:45,eikora_,subscriber,Les morts @deathantx
1301,0:43:47,Carryced68,none,a ses morts
1302,0:43:54,nils_lpc,none,@morgastre okk et ca change quoi?
1303,0:43:56,FlitWiiK,subscriber,sardCry sardCry sardCry
1304,0:43:57,redazur,none,lucianskinsvp Ah clairement x)
1305,0:44:00,ragecottard,none,@deathantx le nombre de fois qu'il est mort
1306,0:44:04,Ridolim,subscriber,@heyimfrip dispo que pour les sub depuis très longtemps
1307,0:44:08,aldreius,subscriber,j'aimes les gaufres
1308,0:44:15,Ancestroll,none,Est ce que @sardoche à débloquer la zone Dungeon Crawler de GoW ? -avec le labyrinthe et les miniboss ?
1309,0:44:16,deathantx,none,aaah 1808 ça fait beaucoup alors
1310,0:44:26,TranoLescroc,none,Cancel par le shield non
1311,0:44:28,Maximus030,premium,ca boost tout tes degats sard
1312,0:44:29,Kaywhox,none,C'est un buff
1313,0:44:30,Morgastre,none,@nils_lpc Et on peut le finir en facile puis faire un NG en GoW+ (même mécanique qu'en GoW donc le stagger est très dur à stack et les Valkyries ont plus de patterns)
1314,0:44:39,Netizen29,subscriber,@deathantx c'est depuis le tout début du jeu; il y a une dizaine de jours
1315,0:44:39,TheAnswerSMM,none,Faut que tu remettes le message en bas de l'écran; backseat = perma; spoil = perma; etc @Sardoche :)
1316,0:44:40,heyimfrip,none,@ridolim; zzz
1317,0:44:42,sh0wb04t_8,premium,c'est un buff op
1318,0:44:44,RazenganTV,none,la récupération est ultra longue par contre
1319,0:44:45,Mor0wiin,subscriber,C'est un buff de dmg et tu dois pouvoir la cancel avec le givre du coup
1320,0:44:48,Raezyviel,subscriber,Et yop ; combien de try la sur Olrun ?
1321,0:44:55,kefranizer,none,Ça augmente les dégâts de fou
1322,0:44:56,pby_carti,premium,15 secondes quand c'est maxé @sardoche et les degats sont incroyables
1323,0:45:02,trondotrore,none,Il en est où dans l'histoire ?
1324,0:45:06,frutozz,none,ça fait bcp de dégâts ce truc
1325,0:45:32,Mor0wiin,subscriber,Tu fais tellement plus de dmg
1326,0:45:34,nils_lpc,none,@morgastre okkk stylé il aurait du faire ca limite il choppait le compte d'un mec qui l'avait deja fini sans faire le ng
1327,0:45:35,pokekesh,none,son fils meut a la fin
1328,0:45:35,Elkantars,subscriber,Elkantars subscribed with Twitch Prime. They've subscribed for 5 months! sardAsmr
1329,0:45:36,Agabouda,subscriber,sardDark 1809 sardDark Ölrún : 29
1330,0:45:38,Ridolim,subscriber,sardDark_RD 180.9 sardDark_RD Ölrún : 29
1331,0:45:38,Tartifletteaupoisson,none,waaa les damages
1332,0:45:40,redazur,none,Les dégâts XD
1333,0:45:45,AtomikRealz,subscriber,sardYop sardYop sardYop
1334,0:45:48,sh0wb04t_8,premium,la barre de vie qui fond
1335,0:45:50,Raezyviel,subscriber,29 cava LUL
1336,0:45:53,Dvalin87,none,ouais grace du givre on voit la diff xD
1337,0:45:54,capitainmgl,none,@pokekesh stop dire de la merde
1338,0:45:54,Ridolim,subscriber,@Raezyviel ptdr gros chien
1339,0:46:00,Fyfyl,premium,Juste tape pas après ton dash plutot qu'essayé de caler qu'un coup non ?
1340,0:46:08,kiruadragon,none,La cam est mal placé
1341,0:46:11,Volgar1991,none,COUCOU <3
1342,0:46:17,kaelyou,none,Sard direction de ses dashs en corrélation avec ses atqs
1343,0:46:17,Agabouda,subscriber,sardDark 1810 sardDark Ölrún : 30
1344,0:46:19,Ridolim,subscriber,sardDark_RD 1810 sardDark_RD Ölrún : 30
1345,0:46:21,tesbeaufrr,subscriber,Regarde ou la valkyrie dash; ses déplacements te permettent de savoir quelle attaque elle va faire
1346,0:46:23,Morgastre,none,@nils_lpc Je pense que ça change rien pour l'histoire donc clairement il pourrait pas sans utiliser le bouclier... Sigrun en GoW est plus facile que quasi toutes les Valkyries en NG+ :S
1347,0:46:23,Fyfyl,premium,Essaye pas de taper
1348,0:46:29,emilepikapo,none,bas diag droite et punch
1349,0:46:30,Raezyviel,subscriber,@Ridolim tu veux quoi gros ?
1350,0:46:32,anthony_2807,none,@Sardoche t'aimerai bien un fils comme Atreus IRL toi c'est sur @Sardoche
1351,0:46:37,Tanacoo,subscriber,Pourquoi vous êtes deux à compter `?
1352,0:46:37,botKirial,none,eh mais la VF du gamin elle est sacrément bien
1353,0:46:38,aldreius,subscriber,c'est quoi ces épées dans le dos ?
1354,0:46:41,benjimenn1212,none,Il faut un sapin SAAARD
1355,0:46:53,deathantx,none,focus tu peux le faire
1356,0:46:56,thE_flashbug,none,cest la seule competence que jai pas up; sans faire attention bah tant mieu :o
1357,0:47:00,TranoLescroc,none,Cancel switch d’arme my bad
1358,0:47:01,Yoopikaye,subscriber,mais pk ne pas faire un For pour compter les morts ?
1359,0:47:02,Agabouda,subscriber,sardDark 1811 sardDark Ölrún : 31
1360,0:47:04,Ridolim,subscriber,sardDark_RD 1811 sardDark_RD Ölrún : 31
1361,0:47:06,Ancestroll,none,@morgastre En ng+ grâce aux nouvelles ressources et aux nouvelles runes au final ça reste équilibré
1362,0:47:06,Dvalin87,none,@Sardoche lock l'ennemi aidera pas je suppose
1363,0:47:07,Angelum72,premium,Bonsoir
1364,0:47:15,Lorioman,none,Change tes binds Kappa
1365,0:47:17,Awaah63,none,@bigsam95100 super constructif ça. Retourne au lit maintenant
1366,0:47:24,DiixZd,subscriber,sardDark_SA
1367,0:47:27,aldreius,subscriber,Je rève où Kratos a les lames du chaos là dans son dos
1368,0:47:36,benjimenn1212,none,c'est Noel sont ou le sapin et les guirlandes
1369,0:47:38,incateur_,subscriber,il tente le no hit la ?
1370,0:47:40,Maximus030,premium,aldreius oui tu les récupere a un moment
1371,0:47:49,AtomikRealz,subscriber,@aldreius Bah oui
1372,0:47:58,eldefine,subscriber,eldefine subscribed at Tier 1. They've subscribed for 2 months; currently on a 2 month streak! 
1373,0:48:02,Morgastre,none,@Ancestroll Ah ouais ? J'me force à pas les utiliser ça doit être pour ça. :( J'vais retester avec du coup !
1374,0:48:07,redazur,none,lucianskinsvp no hit / no shield / no roll x)
1375,0:48:13,eldefine,subscriber,Salut Sardoche; continues ! on t'aimes ! ;)
1376,0:48:21,Tescrimis,none,Bonsoir; il en est où de l'histoire svp :) ?
1377,0:48:26,Ridolim,subscriber,sardDark_RD 1812 sardDark_RD Ölrún : 32
1378,0:48:27,Agabouda,subscriber,sardDark 1812 sardDark Ölrún : 32
1379,0:48:32,incateur_,subscriber,@redazur roll ?
1380,0:48:35,Tartifletteaupoisson,none,les degats
1381,0:48:35,comfy_poki,none,@Sardoche le moment ou elle fait la toupie remets le truc de glace du start
1382,0:48:38,gros_reznik,none,1812
1383,0:48:41,Carryced68,none,70%
1384,0:48:46,Awaah63,none,C'est le boss le plus hard du jeu ?
1385,0:48:50,Ancestroll,none,@morgastre ah mais carrément; la nouvelle rareté d'item; rouge; offre de nouvelles possibilités de gameplay et de combo
1386,0:48:55,chaboterie,none,@Agabouda vous comptez quoi ?
1387,0:49:02,uBreaky,subscriber,uBreaky subscribed with Twitch Prime. They've subscribed for 38 months; currently on a 38 month streak! Ton proxy pandora fonctionne plus bg ?
1388,0:49:08,redazur,none,lucianskinsvp les roulades; il utilise juste des dash de côté pour esquiver
1389,0:49:14,TheAnswerSMM,none,@chaboterie les morts sur le gameplay
1390,0:49:17,Aurey122,premium,Aurey122 subscribed with Twitch Prime. 
1391,0:49:19,Agabouda,subscriber,@chaboterie les morts
1392,0:49:22,newo62,none,Merci pour HahaThink @aurey122
1393,0:49:26,pby_carti,premium,@morgastre oui; les items en ng+ sont BEAUCOUP plus puissants
1394,0:49:27,chaboterie,none,alrifht
1395,0:49:28,faitesdescreditsetvotez,none,Ora ora ora il peut le stomp dès qu'il back turn en side axe left; sa rotation
1396,0:49:29,Nonolost,premium,Quand elle tourne sur elle même pense à réactiver le buff de glace; ton lancer de hache dessus x3 fait aucun dégâts de toute façon
1397,0:49:30,Slykerzs,subscriber,T'as essayé avec les lames du chaos?
1398,0:49:34,Agabouda,subscriber,sardDark 1813 sardDark Ölrún : 33
1399,0:49:34,haykris,premium,Il a fini le jeu ?
1400,0:49:35,Ridolim,subscriber,sardDark_RD 1813 sardDark_RD Ölrún : 33
1401,0:49:43,Awaah63,none,@Agabouda
1402,0:49:47,stymph2,none,@Awaah63 non absolument pas; la ce n'est qu'une simple valkyrie et ensuite tu as la reine des valky..
1403,0:49:51,incateur_,subscriber,@awaah63 loin de la KappaHD
1404,0:49:53,pby_carti,premium,@haykris 90%
1405,0:49:58,Brookwarriorr,none,Du coup tu aimes GOW ?
1406,0:50:08,Mathix92,none,Pourquoi tu stream plus sur lol ?
1407,0:50:09,bleu_forever,none,bg
1408,0:50:11,Awaah63,none,@stymph2 @lucianskinsvp Merci les gars <3
1409,0:50:28,faitesdescreditsetvotez,none,Heureusement qu'ils ont pas foutu des effets sur les ailes en aoe comme dit hier enfin c'est déjà pas mal
1410,0:50:30,imdemigod,none,C'est la 4eme ?
1411,0:50:30,kalistrap,none,1814 Ölrún : 34
1412,0:50:34,Ridolim,subscriber,sardDark_RD 1814 sardDark_RD Ölrún : 34
1413,0:50:34,Agabouda,subscriber,sardDark 1814 sardDark Ölrún : 34
1414,0:50:35,Raezyviel,subscriber,trop chaud de la suivre avec la cam
1415,0:50:40,Nonolost,premium,Ah oui 180s j'avais pas noté que c'était aussi long
1416,0:50:40,mintiik007,none,Courage sard
1417,0:50:46,tueurdeponeyy,none,tu devrai augmenter la sensi de la cam non?
1418,0:50:46,Cococo2001,none,mdrrr il est claqué
1419,0:50:51,faitesdescreditsetvotez,none,Il devient un habitué
1420,0:50:52,LesGrossesFolles,premium,la qualité du stream est moins bonne qu'avant wtf ya des petits carré partout quand ca bouge a lecran
1421,0:50:53,tesbeaufrr,subscriber,Cette valkyrie faut la lock elle dash h24
1422,0:51:05,tesbeaufrr,subscriber,et ses dash indiquent quelle attaque elle va faire
1423,0:51:05,minshii,none,si je veux revoir tous ses lives sekiro je fais comment ?
1424,0:51:07,redazur,none,Quand il va faire cette connerie lorsqu'il restera qu'une seule barre de vie il va craquer haha
1425,0:51:07,bilderbergpower,none,HahaDoge HahaDoge HahaDoge
1426,0:51:09,Dadjazer,none,1815 Ölrún : 35
